player_name,position,position_group,from_team,to_team,move_type,2024_grade,projected_2025_grade,grade_change,snap_percentage_2024,snap_tier,impact_score,impact_tier,importance_to_old_team,importance_to_new_team,contract_years,contract_value,aav,contract_tier,move_date,move_year
JuJu Smith-Schuster,WR3,Offense - Skill,KC,KC,Re-signing,6.8,7.0,0.20000000000000018,60.0,Starter,0.19,Minimal,7.0,7.0,1,1200000,1200000.0,Role Player,2025-06-02,2025
D'Anthony Bell,S,Defense - Secondary,Was,Sea,Free Agent Signing,6.0,6.2,0.20000000000000018,30.0,Rotational,0.18,Minimal,5.0,6.0,1,2000000,2000000.0,Role Player,2025-06-02,2025
Chris Board,LB,Defense - Second,Det,NYG,Free Agent Signing,7.0,7.0,0.0,25.0,Backup,0.18,Minimal,6.5,7.0,2,6000000,3000000.0,Role Player,2025-06-02,2025
Shemar Jean-Charles,CB2,Defense - Secondary,LV,Sea,Free Agent Signing,6.0,6.5,0.5,40.0,Rotational,0.18,Minimal,5.5,6.5,1,2500000,2500000.0,Role Player,2025-06-02,2025
Cameron Moon,S,Defense - Secondary,Pit,NE,Free Agent Signing,6.0,6.2,0.20000000000000018,30.0,Rotational,0.18,Minimal,5.5,6.0,1,2000000,2000000.0,Role Player,2025-06-02,2025
Eric Saubert,TE,Offense - Skill,LV,Sea,Free Agent Signing,6.0,6.2,0.20000000000000018,35.0,Rotational,0.18,Minimal,5.0,6.5,1,1800000,1800000.0,Role Player,2025-06-02,2025
Hunter Long,TE,Offense - Skill,LAR,Jac,Free Agent Signing,5.5,6.0,0.5,40.0,Rotational,0.18,Minimal,5.0,6.0,2,4000000,2000000.0,Role Player,2025-06-02,2025
Alexander Mattison,RB,Offense - Skill,LV,Mia,Free Agent Signing,6.2,6.5,0.2999999999999998,35.0,Rotational,0.17,Minimal,5.0,6.0,1,2500000,2500000.0,Role Player,2025-06-02,2025
Naquan Jones,DT,Defense - Front,Ten,LAC,Free Agent Signing,6.0,6.2,0.20000000000000018,40.0,Rotational,0.17,Minimal,5.5,6.0,1,2000000,2000000.0,Role Player,2025-06-02,2025
Liam Eichenberg,OL,Offense - Line,Mia,Mia,Re-signing,6.5,6.8,0.2999999999999998,60.0,Starter,0.17,Minimal,6.5,6.5,1,3000000,3000000.0,Role Player,2025-06-02,2025
Breiden Fehoko,DT,Defense - Front,LAC,NE,Free Agent Signing,6.0,6.2,0.20000000000000018,40.0,Rotational,0.17,Minimal,5.5,6.0,1,2500000,2500000.0,Role Player,2025-06-02,2025
Patrick Ricard,FB,Other,Bal,Bal,Re-signing,8.0,7.8,-0.20000000000000018,40.0,Rotational,0.17,Minimal,8.0,8.0,1,2870000,2870000.0,Role Player,2025-06-02,2025
Nick Niemann,LB,Defense - Second,LV,Hou,Free Agent Signing,6.0,6.0,0.0,35.0,Rotational,0.17,Minimal,5.0,5.5,1,2000000,2000000.0,Role Player,2025-06-02,2025
Cedrick Wilson Jr.,WR3,Offense - Skill,NO,NO,Restructured Contract,6.8,7.0,0.20000000000000018,55.0,Starter,0.17,Minimal,6.5,7.0,2,6000000,3000000.0,Role Player,2025-06-02,2025
Del'Shawn Phillips,LB,Defense - Second,Bal,LAC,Free Agent Signing,6.0,6.2,0.20000000000000018,30.0,Rotational,0.16,Minimal,6.0,6.0,1,1500000,1500000.0,Role Player,2025-06-02,2025
Ed Ingram,RG,Other,Min,Hou,Trade,6.0,6.5,0.5,60.0,Starter,0.16,Minimal,5.5,6.5,1,3000000,3000000.0,Role Player,2025-06-02,2025
Dare Ogunbowale,RB,Offense - Skill,Hou,Hou,Re-signing,6.5,6.5,0.0,30.0,Rotational,0.16,Minimal,6.0,6.0,1,1800000,1800000.0,Role Player,2025-06-02,2025
Reid Ferguson,LS,Special Teams,Buf,Buf,Extension,7.5,7.5,0.0,100.0,Workhorse,0.15,Minimal,6.0,6.0,4,6000000,1500000.0,Role Player,2025-06-02,2025
Tim Boyle,QB,Offense - Skill,Mia,Ind,Free Agent Signing,5.5,5.8,0.2999999999999998,15.0,Backup,0.15,Minimal,4.0,5.5,1,2500000,2500000.0,Role Player,2025-06-02,2025
Tim Boyle,QB,Offense - Skill,Mia,Ten,Free Agent Signing,5.5,5.8,0.2999999999999998,15.0,Backup,0.15,Minimal,4.0,5.5,1,2000000,2000000.0,Role Player,2025-06-02,2025
Kenneth Gainwell,RB,Offense - Skill,Phi,Pit,Free Agent Signing,6.8,7.0,0.20000000000000018,25.0,Backup,0.15,Minimal,5.5,6.5,1,1790000,1790000.0,Role Player,2025-06-02,2025
Will Clapp,C,Offense - Line,LAC,NO,Free Agent Signing,6.0,6.2,0.20000000000000018,25.0,Backup,0.15,Minimal,4.0,6.0,1,1200000,1200000.0,Role Player,2025-06-02,2025
Joe Noteboom,OT,Other,LAR,Bal,Free Agent Signing,6.5,6.8,0.2999999999999998,45.0,Rotational,0.14,Minimal,5.5,7.0,1,2800000,2800000.0,Role Player,2025-06-02,2025
Miles Sanders,RB,Offense - Skill,Car,Dal,Free Agent Signing,4.5,6.0,1.5,40.0,Rotational,0.14,Minimal,4.0,6.0,1,2000000,2000000.0,Role Player,2025-06-02,2025
John Ridgeway III,DT,Defense - Front,Was,NO,Trade,6.2,6.5,0.2999999999999998,30.0,Rotational,0.14,Minimal,4.0,6.5,2,3000000,1500000.0,Role Player,2025-06-02,2025
Marquise Brown,WR2,Offense - Skill,KC,KC,Re-signing,5.5,7.0,1.5,25.0,Backup,0.14,Minimal,6.0,7.5,1,11000000,11000000.0,Starter,2025-06-02,2025
Jimmy Garoppolo,QB,Offense - Skill,LAR,LAR,Restructure,6.5,6.8,0.2999999999999998,10.0,Backup,0.14,Minimal,6.0,6.5,1,13500000,13500000.0,Starter,2025-06-02,2025
Sterling Shepard,WR3,Offense - Skill,TB,TB,Re-signing,7.0,7.0,0.0,45.0,Rotational,0.14,Minimal,6.5,6.5,1,1500000,1500000.0,Role Player,2025-06-02,2025
James Pierre,CB2,Defense - Secondary,Pit,Pit,Re-signing,6.0,6.0,0.0,30.0,Rotational,0.13,Minimal,5.5,6.0,1,1500000,1500000.0,Role Player,2025-06-02,2025
Braxton Berrios,WR3,Offense - Skill,Mia,Hou,Free Agent Signing,6.2,6.5,0.2999999999999998,50.0,Rotational,0.13,Minimal,6.0,6.5,1,1800000,1800000.0,Role Player,2025-06-02,2025
Daniel Ekuale,DT,Defense - Front,Sea,Pit,Free Agent Signing,5.8,6.0,0.20000000000000018,35.0,Rotational,0.13,Minimal,5.0,5.5,1,2000000,2000000.0,Role Player,2025-06-02,2025
Tyler Stewart,S,Defense - Secondary,Hou,Hou,Re-signing,6.0,6.0,0.0,20.0,Backup,0.12,Minimal,6.0,6.0,1,1200000,1200000.0,Role Player,2025-06-02,2025
Kaiir Elam,CB2,Defense - Secondary,Buf,Dal,Trade,5.8,6.5,0.7000000000000002,25.0,Backup,0.11,Minimal,4.0,6.5,2,4000000,2000000.0,Role Player,2025-06-02,2025
Charlie Heck,OT,Other,Ari,TB,Free Agent Signing,6.0,6.2,0.20000000000000018,45.0,Rotational,0.11,Minimal,5.0,6.0,1,1800000,1800000.0,Role Player,2025-06-02,2025
Dre Greenlaw,LB,Defense - Second,SF,Den,Free Agent Signing,5.5,8.0,2.5,15.0,Backup,0.11,Minimal,8.0,8.5,3,31500000,10500000.0,Starter,2025-06-02,2025
Josh Ross,LB,Defense - Second,Sea,Sea,Re-signing,6.0,6.2,0.20000000000000018,20.0,Backup,0.11,Minimal,5.5,6.0,1,1100000,1100000.0,Role Player,2025-06-02,2025
Zach Pascal,WR3,Offense - Skill,Ari,NYG,Free Agent Signing,6.0,6.0,0.0,45.0,Rotational,0.11,Minimal,5.5,6.0,1,1800000,1800000.0,Role Player,2025-06-02,2025
Justin Watson,WR3,Offense - Skill,KC,Hou,Free Agent Signing,6.0,6.2,0.20000000000000018,45.0,Rotational,0.11,Minimal,5.5,6.0,1,2200000,2200000.0,Role Player,2025-06-02,2025
Tucker Fisk,TE,Offense - Skill,NYJ,NYJ,Exclusive Rights Tender,6.0,6.2,0.20000000000000018,25.0,Backup,0.11,Minimal,5.5,5.5,1,1000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Larry Borom,OL,Offense - Line,Chi,Mia,Free Agent Signing,6.0,6.2,0.20000000000000018,40.0,Rotational,0.1,Minimal,5.0,6.5,1,1800000,1800000.0,Role Player,2025-06-02,2025
Justin Hinish,DT,Defense - Front,Hou,Hou,Re-signing,6.0,6.0,0.0,25.0,Backup,0.1,Minimal,5.5,5.5,1,1000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Jake Hummel,LB,Defense - Second,LAR,Bal,Free Agent Signing,6.0,6.2,0.20000000000000018,15.0,Backup,0.09,Minimal,5.0,6.5,1,1500000,1500000.0,Role Player,2025-06-02,2025
Lil'Jordan Humphrey,WR3,Offense - Skill,Den,Den,Re-signing,6.5,6.5,0.0,35.0,Rotational,0.09,Minimal,6.0,6.0,1,2800000,2800000.0,Role Player,2025-06-02,2025
Isaiahh Loudermilk,DE,Other,Pit,Pit,Re-signing,5.8,6.0,0.20000000000000018,40.0,Rotational,0.09,Minimal,5.5,6.0,1,1200000,1200000.0,Role Player,2025-06-02,2025
Tremon Smith,CB2,Defense - Secondary,Den,Hou,Free Agent Signing,5.8,6.0,0.20000000000000018,25.0,Backup,0.09,Minimal,5.0,5.5,1,1500000,1500000.0,Role Player,2025-06-02,2025
Nicholas Petit-Frere,OT,Other,Ten,SF,Free Agent Signing,5.8,6.2,0.40000000000000036,40.0,Rotational,0.09,Minimal,5.5,6.0,1,2800000,2800000.0,Role Player,2025-06-02,2025
Lil'Jordan Humphrey,WR3,Offense - Skill,Den,NYG,Free Agent Signing,5.8,6.0,0.20000000000000018,40.0,Rotational,0.09,Minimal,5.0,5.5,1,1500000,1500000.0,Role Player,2025-06-02,2025
Marcus Mariota,QB,Offense - Skill,Was,Was,Re-signing,7.0,7.0,0.0,5.0,Backup,0.08,Minimal,7.0,7.0,1,8000000,8000000.0,Starter,2025-06-02,2025
Ben Skowronek,WR3,Offense - Skill,Pit,Pit,Re-signing,6.0,6.2,0.20000000000000018,35.0,Rotational,0.08,Minimal,5.5,6.0,2,3200000,1600000.0,Role Player,2025-06-02,2025
Jacob Martin,EDGE,Defense - Front,Chi,Was,Free Agent Signing,5.0,5.5,0.5,21.0,Backup,0.08,Minimal,4.0,4.0,1,3000000,3000000.0,Role Player,2025-06-02,2025
Brady Russell,S,Defense - Secondary,Sea,Sea,Re-signing,5.8,6.0,0.20000000000000018,15.0,Backup,0.08,Minimal,5.0,5.5,1,1000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Andre Dillard,OT,Other,GB,SF,Free Agent Signing,6.0,6.5,0.5,30.0,Rotational,0.08,Minimal,5.0,6.5,1,3500000,3500000.0,Role Player,2025-06-02,2025
Jackson Carman,OT,Other,Mia,Mia,Re-signing,6.0,6.2,0.20000000000000018,30.0,Rotational,0.08,Minimal,5.5,7.0,1,2500000,2500000.0,Role Player,2025-06-02,2025
Parker Washington,WR3,Offense - Skill,Jac,Jac,Re-signing,6.0,6.5,0.5,35.0,Rotational,0.08,Minimal,5.5,6.0,1,2200000,2200000.0,Role Player,2025-06-02,2025
Jalen Reagor,WR3,Offense - Skill,LAC,LAC,Extension,6.0,6.2,0.20000000000000018,35.0,Rotational,0.08,Minimal,6.0,6.0,2,4000000,2000000.0,Role Player,2025-06-02,2025
Josh Jones,OT,Other,Bal,Sea,Free Agent Signing,6.0,6.5,0.5,25.0,Backup,0.07,Minimal,5.5,7.0,1,4750000,4750000.0,Role Player,2025-06-02,2025
Raheem Blackshear,DEPTH,Other,Car,Car,Re-signing,7.8,7.8,0.0,25.0,Backup,0.07,Minimal,7.0,7.5,2,3000000,1500000.0,Role Player,2025-06-02,2025
Tylan Wallace,WR3,Offense - Skill,Bal,Bal,Re-signing,6.5,6.8,0.2999999999999998,25.0,Backup,0.07,Minimal,6.0,6.0,1,1800000,1800000.0,Role Player,2025-06-02,2025
Breiden Fehoko,DT,Defense - Front,Pit,Pit,Re-signing,5.5,5.8,0.2999999999999998,20.0,Backup,0.07,Minimal,5.0,5.5,1,900000,900000.0,Rookie/Minimum,2025-06-02,2025
Cameron Moon,LB,Defense - Second,Pit,Pit,Re-signing,5.5,5.8,0.2999999999999998,15.0,Backup,0.07,Minimal,5.0,5.5,1,1000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Ben Cleveland,G,Offense - Line,Bal,Bal,Re-signing,6.0,6.2,0.20000000000000018,15.0,Backup,0.06,Minimal,5.5,6.0,1,1200000,1200000.0,Role Player,2025-06-02,2025
Kyle Trask,QB,Offense - Skill,TB,TB,Re-signing,6.0,6.0,0.0,5.0,Backup,0.06,Minimal,6.0,6.0,1,2787000,2787000.0,Role Player,2025-06-02,2025
Cody White,WR3,Offense - Skill,Sea,Sea,Re-signing,6.0,6.2,0.20000000000000018,25.0,Backup,0.06,Minimal,5.5,6.0,1,1200000,1200000.0,Role Player,2025-06-02,2025
Joe Milton III,QB,Offense - Skill,NE,Dal,Trade,5.5,6.0,0.5,5.0,Backup,0.06,Minimal,4.0,6.0,3,3000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Parris Campbell,WR3,Offense - Skill,Dal,Dal,Re-signing,6.0,6.0,0.0,30.0,Rotational,0.06,Minimal,5.0,5.0,1,1500000,1500000.0,Role Player,2025-06-02,2025
Deion Carter,CB,Other,Det,Cle,Free Agent Signing,5.8,6.0,0.20000000000000018,25.0,Backup,0.05,Minimal,4.5,5.5,1,800000,800000.0,Rookie/Minimum,2025-06-02,2025
Scotty Miller,WR3,Offense - Skill,Pit,Pit,Re-signing,5.8,6.0,0.20000000000000018,25.0,Backup,0.05,Minimal,5.0,5.5,1,1800000,1800000.0,Role Player,2025-06-02,2025
Steven Sims Jr.,WR3,Offense - Skill,Hou,Sea,Free Agent Signing,5.8,6.0,0.20000000000000018,20.0,Backup,0.04,Minimal,4.5,5.5,1,1500000,1500000.0,Role Player,2025-06-02,2025
Javon Baker,WR3,Offense - Skill,DRAFT,Jac,2025 Draft Pick #220,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.5,4,4400000,1100000.0,Role Player,2025-06-02,2025
Joshua Mickens,S,Defense - Secondary,DRAFT,Jac,2025 Draft Pick #240,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.5,4,4200000,1050000.0,Role Player,2025-06-02,2025
Ty Robinson,DT,Defense - Front,DRAFT,Phi,2025 Draft Pick #112,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4200000,1050000.0,Role Player,2025-06-02,2025
Liam Coen,HC,Coaching,TB,Jac,Coaching Hire,8.0,8.5,0.5,0.0,,0.0,Negative,8.0,9.5,5,35000000,7000000.0,Starter,2025-06-02,2025
Joey Bosa,EDGE,Defense - Front,LAC,Buf,Release,7.0,0.0,-7.0,75.0,Starter,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Poona Ford,DT,Defense - Front,LAC,LAR,Free Agent Loss,8.2,0.0,-8.2,80.0,Workhorse,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Joshua Palmer,WR2,Offense - Skill,LAC,Buf,Free Agent Loss,6.8,0.0,-6.8,60.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Stone Smartt,TE,Offense - Skill,LAC,NYJ,Free Agent Loss,6.5,0.0,-6.5,45.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Nick Niemann,LB,Defense - Second,LAC,Hou,Free Agent Loss,6.0,0.0,-6.0,25.0,Backup,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Oronde Gadsden II,TE,Offense - Skill,DRAFT,LAC,Draft Trade Up (5th Round),0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4100000,1025000.0,Role Player,2025-06-02,2025
Omarion Hampton,RB,Offense - Skill,DRAFT,LAC,2025 Draft Pick #22,0.0,7.8,7.8,0.0,,0.0,Negative,0.0,8.5,4,18500000,4625000.0,Role Player,2025-06-02,2025
Tre Harris,WR1,Offense - Skill,DRAFT,LAC,2025 Draft Pick #55,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.0,4,9800000,2450000.0,Role Player,2025-06-02,2025
Jamaree Caldwell,DT,Defense - Front,DRAFT,LAC,2025 Draft Pick #86,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,6800000,1700000.0,Role Player,2025-06-02,2025
Kyle Kennard,EDGE,Defense - Front,DRAFT,LAC,2025 Draft Pick #125,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,5200000,1300000.0,Role Player,2025-06-02,2025
KeAndre Lambert-Smith,WR3,Offense - Skill,DRAFT,LAC,2025 Draft Pick #158,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,4400000,1100000.0,Role Player,2025-06-02,2025
Branson Taylor,OG,Other,DRAFT,LAC,2025 Draft Pick #188,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.0,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
R.J. Mickens,S,Defense - Secondary,DRAFT,LAC,2025 Draft Pick #214,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Jonathan Allen,DT,Defense - Front,Was,Min,Free Agent Loss,5.0,0.0,-5.0,50.0,Rotational,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Josh Conerly Jr.,RT,Offense - Line,DRAFT,Was,2025 Draft Pick #29,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,15680000,3920000.0,Role Player,2025-06-02,2025
Trey Amos,CB1,Defense - Secondary,DRAFT,Was,2025 Draft Pick #61,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,8000000,2000000.0,Role Player,2025-06-02,2025
Jaylin Lane,WR3,Offense - Skill,DRAFT,Was,2025 Draft Pick #128,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,4500000,1125000.0,Role Player,2025-06-02,2025
Jason Pinnock,S,Defense - Secondary,NYG,SF,Free Agent Loss,6.2,0.0,-6.2,55.0,Starter,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Bryce Huff,EDGE,Defense - Front,Phi,SF,Trade,5.5,0.0,-5.5,55.0,Starter,0.0,Negative,4.0,0.0,0,0,0.0,,2025-06-02,2025
Jevon Holland,S,Defense - Secondary,Mia,NYG,Free Agent Loss,7.0,0.0,-7.0,85.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Calais Campbell,DT,Defense - Front,Mia,Ari,Free Agent Loss,7.2,0.0,-7.2,58.0,Starter,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Robert Jones,G,Offense - Line,Mia,Dal,Free Agent Loss,6.8,0.0,-6.8,85.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Emmanuel Ogbah,EDGE,Defense - Front,Mia,Jac,Free Agent Loss,6.5,0.0,-6.5,55.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Anthony Walker Jr.,LB,Defense - Second,Mia,TB,Free Agent Loss,6.5,0.0,-6.5,70.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Jake Hummel,LB,Defense - Second,LAR,Bal,Free Agent Loss,6.0,0.0,-6.0,15.0,Backup,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Jonah Jackson,G,Offense - Line,LAR,Chi,Trade,5.5,0.0,-5.5,80.0,Workhorse,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Terrance Ferguson,TE,Offense - Skill,DRAFT,LAR,2025 Draft Pick #58 (via ATL trade),0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.5,4,9500000,2375000.0,Role Player,2025-06-02,2025
Josaiah Stewart,EDGE,Defense - Front,DRAFT,LAR,2025 Draft Pick #87,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,6200000,1550000.0,Role Player,2025-06-02,2025
Jarquez Hunter,RB,Offense - Skill,DRAFT,LAR,2025 Draft Pick #118,0.0,7.2,7.2,0.0,,0.0,Negative,0.0,7.5,4,5100000,1275000.0,Role Player,2025-06-02,2025
Ryan Grubb,OC,Coaching,Sea,FIRED,Coaching Dismissal,6.5,0.0,-6.5,0.0,,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Klint Kubiak,OC,Coaching,NO,Sea,Coaching Hire,7.5,8.0,0.5,0.0,,0.0,Negative,6.5,9.0,3,9000000,3000000.0,Role Player,2025-06-02,2025
John Benton,OL_COACH,Other,NO,Sea,Coaching Hire,7.0,7.5,0.5,0.0,,0.0,Negative,6.0,8.0,2,3000000,1500000.0,Role Player,2025-06-02,2025
Rick Dennison,RUN_GAME_COORD,Other,NO,Sea,Coaching Hire,7.0,7.5,0.5,0.0,,0.0,Negative,6.0,8.0,2,2500000,1250000.0,Role Player,2025-06-02,2025
Multiple Defensive UDFAs,DEPTH,Other,COLLEGE,Sea,UDFA Signings (11 defensive players),0.0,5.5,5.5,0.0,,0.0,Negative,0.0,6.0,3,15000000,5000000.0,Role Player,2025-06-02,2025
Amari Cooper,WR1,Offense - Skill,Buf,FA,Free Agent Loss,6.0,0.0,-6.0,70.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Mack Hollins,WR3,Offense - Skill,Buf,NE,Free Agent Loss,6.5,0.0,-6.5,45.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Kaiir Elam,CB2,Defense - Secondary,Buf,Dal,Trade,5.8,0.0,-5.8,25.0,Backup,0.0,Negative,4.0,0.0,0,0,0.0,,2025-06-02,2025
Maxwell Hairston,CB1,Defense - Secondary,DRAFT,Buf,2025 Draft Pick #30,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,15200000,3800000.0,Role Player,2025-06-02,2025
T.J. Sanders,DT,Defense - Front,DRAFT,Buf,2025 Draft Pick #41 (via trade),0.0,7.2,7.2,0.0,,0.0,Negative,0.0,8.5,4,9800000,2450000.0,Role Player,2025-06-02,2025
Landon Jackson,EDGE,Defense - Front,DRAFT,Buf,2025 Draft Pick #72,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.5,4,5800000,1450000.0,Role Player,2025-06-02,2025
Deone Walker,DT,Defense - Front,DRAFT,Buf,2025 Draft Pick #105,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4500000,1125000.0,Role Player,2025-06-02,2025
Jordan Hancock,S,Defense - Secondary,DRAFT,Buf,2025 Draft Pick #150 (from Elam trade),0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.5,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Naquan Jones,DT,Defense - Front,Ari,LAC,Free Agent Loss,6.0,0.0,-6.0,35.0,Rotational,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Justin Frye,COACH,Coaching,OSU,Ari,Coaching Hire,8.0,8.2,0.1999999999999993,0.0,,0.0,Negative,0.0,8.0,3,2500000,833333.3333333334,Rookie/Minimum,2025-06-02,2025
Winston DeLattiboudere III,COACH,Coaching,DRAFT,Ari,Coaching Hire,7.0,7.5,0.5,0.0,,0.0,Negative,0.0,7.5,2,800000,400000.0,Rookie/Minimum,2025-06-02,2025
Von Miller,EDGE,Defense - Front,Buf,RELEASED,Release,5.5,0.0,-5.5,65.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Will Johnson,CB1,Defense - Secondary,DRAFT,Ari,2025 Draft Pick #47,0.0,8.5,8.5,0.0,,0.0,Negative,0.0,9.5,4,8800000,2200000.0,Role Player,2025-06-02,2025
Jordan Burch,EDGE,Defense - Front,DRAFT,Ari,2025 Draft Pick #80,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,5200000,1300000.0,Role Player,2025-06-02,2025
Cody Simon,LB,Defense - Second,DRAFT,Ari,2025 Draft Pick #115,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.0,4,4300000,1075000.0,Role Player,2025-06-02,2025
Chris Tabor,COACH,Coaching,Cle,Buf,Special Teams Coordinator Hire,7.0,7.5,0.5,0.0,,0.0,Negative,0.0,7.0,3,0,0.0,,2025-06-02,2025
Jackson Hawes,TE,Offense - Skill,DRAFT,Buf,2025 Draft Pick #173,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,5.5,4,3600000,900000.0,Rookie/Minimum,2025-06-02,2025
Chase Lundt,RT,Offense - Line,DRAFT,Buf,2025 Draft Pick #206,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.0,4,3400000,850000.0,Rookie/Minimum,2025-06-02,2025
Kaden Prather,WR3,Offense - Skill,DRAFT,Buf,2025 Draft Pick #255,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.0,4,3200000,800000.0,Rookie/Minimum,2025-06-02,2025
C.J. Dippre,TE,Offense - Skill,UDFA,NE,UDFA Signing,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.5,4,1000000,250000.0,Rookie/Minimum,2025-06-02,2025
Efton Chism III,WR3,Offense - Skill,UDFA,NE,UDFA Signing,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,6.0,4,900000,225000.0,Rookie/Minimum,2025-06-02,2025
Ben Wooldridge,QB,Offense - Skill,UDFA,NE,UDFA Signing,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.5,4,800000,200000.0,Rookie/Minimum,2025-06-02,2025
Jordan Phillips,DT,Defense - Front,DRAFT,Mia,2025 Draft Pick #143,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.5,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Jason Marshall Jr.,CB2,Defense - Secondary,DRAFT,Mia,2025 Draft Pick #150,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Ollie Gordon II,RB,Offense - Skill,DRAFT,Mia,2025 Draft Pick #179,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,3500000,875000.0,Rookie/Minimum,2025-06-02,2025
Quinn Ewers,QB,Offense - Skill,DRAFT,Mia,2025 Draft Pick #231,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.0,4,3200000,800000.0,Rookie/Minimum,2025-06-02,2025
Zeek Biggers,DT,Defense - Front,DRAFT,Mia,2025 Draft Pick #253,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.5,4,3100000,775000.0,Rookie/Minimum,2025-06-02,2025
Draft Capital Trade,PICKS,Other,Mia,LV,Draft Trade,0.0,0.0,0.0,0.0,,0.0,Negative,-2.0,0.0,0,0,0.0,,2025-06-02,2025
Andrew Armstrong,WR3,Offense - Skill,UDFA,Mia,UDFA Signing,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.0,3,2750000,916666.6666666666,Rookie/Minimum,2025-06-02,2025
Josh Priebe,G,Offense - Line,UDFA,Mia,UDFA Signing,0.0,5.2,5.2,0.0,,0.0,Negative,0.0,5.5,3,2600000,866666.6666666666,Rookie/Minimum,2025-06-02,2025
Da'Shawn Hand,DT,Defense - Front,Mia,LAC,Free Agent Loss,6.0,0.0,-6.0,50.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Siran Neal,CB2,Defense - Secondary,Mia,SF,Free Agent Loss,6.2,0.0,-6.2,40.0,Rotational,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
